date,currency,rate,diff
24.08.2022,USD,10888.3,-12.47
24.08.2022,EUR,10812.08,-103.95
24.08.2022,RUB,181.55,-0.97
25.08.2022,USD,10902.76,14.46
25.08.2022,EUR,10847.16,35.08
25.08.2022,RUB,181.64,0.09
26.08.2022,USD,10915.65,12.89
26.08.2022,EUR,10912.38,65.22
26.08.2022,RUB,182.77,1.13
26.08.2022,USD,10915.65,12.89
26.08.2022,EUR,10912.38,65.22
26.08.2022,RUB,182.77,1.13
26.08.2022,USD,10915.65,12.89
26.08.2022,EUR,10912.38,65.22
26.08.2022,RUB,182.77,1.13
29.08.2022,USD,10932.09,16.44
29.08.2022,EUR,10936.46,24.08
29.08.2022,RUB,181.97,-0.8
30.08.2022,USD,10900.65,-31.44
30.08.2022,EUR,10860.32,-76.14
30.08.2022,RUB,178.7,-3.27
31.08.2022,USD,10930.01,29.36
31.08.2022,EUR,10966.08,105.76
31.08.2022,RUB,179.77,1.07
31.08.2022,USD,10930.01,29.36
31.08.2022,EUR,10966.08,105.76
31.08.2022,RUB,179.77,1.07
31.08.2022,USD,10930.01,29.36
31.08.2022,EUR,10966.08,105.76
31.08.2022,RUB,179.77,1.07
31.08.2022,USD,10930.01,29.36
31.08.2022,EUR,10966.08,105.76
31.08.2022,RUB,179.77,1.07
31.08.2022,USD,10930.01,29.36
31.08.2022,EUR,10966.08,105.76
31.08.2022,RUB,179.77,1.07
05.09.2022,USD,10958.01,28.0
05.09.2022,EUR,10936.09,-29.99
05.09.2022,RUB,181.8,2.03
06.09.2022,USD,10980.65,22.64
06.09.2022,EUR,10896.1,-39.99
06.09.2022,RUB,179.35,-2.45
07.09.2022,USD,10971.22,-9.43
07.09.2022,EUR,10919.66,23.56
07.09.2022,RUB,180.82,1.47
08.09.2022,USD,10997.61,26.39
08.09.2022,EUR,10897.53,-22.13
08.09.2022,RUB,179.92,-0.9
09.09.2022,USD,10977.6,-20.01
09.09.2022,EUR,10975.4,77.87
09.09.2022,RUB,180.78,0.86
09.09.2022,USD,10977.6,-20.01
09.09.2022,EUR,10975.4,77.87
09.09.2022,RUB,180.78,0.86
09.09.2022,USD,10977.6,-20.01
09.09.2022,EUR,10975.4,77.87
09.09.2022,RUB,180.78,0.86
12.09.2022,USD,10955.1,-22.5
12.09.2022,EUR,11050.41,75.01
12.09.2022,RUB,181.45,0.67
13.09.2022,USD,10950.29,-4.81
13.09.2022,EUR,11111.26,60.85
13.09.2022,RUB,181.22,-0.23
14.09.2022,USD,10940.05,-10.24
14.09.2022,EUR,11121.65,10.39
14.09.2022,RUB,182.26,1.04
15.09.2022,USD,10925.14,-14.91
15.09.2022,EUR,10938.25,-183.4
15.09.2022,RUB,182.92,0.66
16.09.2022,USD,10950.08,24.94
16.09.2022,EUR,10943.51,5.26
16.09.2022,RUB,183.8,0.88
16.09.2022,USD,10950.08,24.94
16.09.2022,EUR,10943.51,5.26
16.09.2022,RUB,183.8,0.88
16.09.2022,USD,10950.08,24.94
16.09.2022,EUR,10943.51,5.26
16.09.2022,RUB,183.8,0.88
19.09.2022,USD,10962.69,12.61
19.09.2022,EUR,10926.51,-17.0
19.09.2022,RUB,182.0,-1.8
20.09.2022,USD,10979.29,16.6
20.09.2022,EUR,10947.45,20.94
20.09.2022,RUB,182.61,0.61
21.09.2022,USD,10950.46,-28.83
21.09.2022,EUR,10958.13,10.68
21.09.2022,RUB,182.43,-0.18
22.09.2022,USD,10980.01,29.55
22.09.2022,EUR,10904.25,-53.88
22.09.2022,RUB,181.11,-1.32
23.09.2022,USD,11010.33,30.32
23.09.2022,EUR,10851.78,-52.47
23.09.2022,RUB,183.58,2.47
23.09.2022,USD,11010.33,30.32
23.09.2022,EUR,10851.78,-52.47
23.09.2022,RUB,183.58,2.47
23.09.2022,USD,11010.33,30.32
23.09.2022,EUR,10851.78,-52.47
23.09.2022,RUB,183.58,2.47
26.09.2022,USD,11030.13,19.8
26.09.2022,EUR,10768.72,-83.06
26.09.2022,RUB,188.79,5.21
27.09.2022,USD,11048.28,18.15
27.09.2022,EUR,10657.17,-111.55
27.09.2022,RUB,191.23,2.44
28.09.2022,USD,11024.92,-23.36
28.09.2022,EUR,10592.74,-64.43
28.09.2022,RUB,189.51,-1.72
29.09.2022,USD,10999.78,-25.14
29.09.2022,EUR,10499.29,-93.45
29.09.2022,RUB,188.27,-1.24
30.09.2022,USD,11014.01,14.23
30.09.2022,EUR,10674.78,175.49
30.09.2022,RUB,191.8,3.53
30.09.2022,USD,11014.01,14.23
30.09.2022,EUR,10674.78,175.49
30.09.2022,RUB,191.8,3.53
30.09.2022,USD,11014.01,14.23
30.09.2022,EUR,10674.78,175.49
30.09.2022,RUB,191.8,3.53
03.10.2022,USD,11004.94,-9.07
03.10.2022,EUR,10783.74,108.96
03.10.2022,RUB,192.98,1.18
04.10.2022,USD,10987.21,-17.73
04.10.2022,EUR,10726.81,-56.93
04.10.2022,RUB,189.35,-3.63
05.10.2022,USD,11010.45,23.24
05.10.2022,EUR,10878.32,151.51
05.10.2022,RUB,186.54,-2.81
06.10.2022,USD,11028.14,17.69
06.10.2022,EUR,10950.94,72.62
06.10.2022,RUB,185.42,-1.12
07.10.2022,USD,11063.05,34.91
07.10.2022,EUR,10940.25,-10.69
07.10.2022,RUB,183.24,-2.18
07.10.2022,USD,11063.05,34.91
07.10.2022,EUR,10940.25,-10.69
07.10.2022,RUB,183.24,-2.18
07.10.2022,USD,11063.05,34.91
07.10.2022,EUR,10940.25,-10.69
07.10.2022,RUB,183.24,-2.18
10.10.2022,USD,11051.27,-11.78
10.10.2022,EUR,10836.88,-103.37
10.10.2022,RUB,180.21,-3.03
11.10.2022,USD,11069.83,18.56
11.10.2022,EUR,10745.48,-91.4
11.10.2022,RUB,178.04,-2.17
12.10.2022,USD,11084.06,14.23
12.10.2022,EUR,10751.54,6.06
12.10.2022,RUB,173.53,-4.51
13.10.2022,USD,11095.31,11.25
13.10.2022,EUR,10772.44,20.9
13.10.2022,RUB,173.84,0.31
14.10.2022,USD,11108.25,12.94
14.10.2022,EUR,10803.88,31.44
14.10.2022,RUB,175.42,1.58
14.10.2022,USD,11108.25,12.94
14.10.2022,EUR,10803.88,31.44
14.10.2022,RUB,175.42,1.58
14.10.2022,USD,11108.25,12.94
14.10.2022,EUR,10803.88,31.44
14.10.2022,RUB,175.42,1.58
17.10.2022,USD,11131.45,23.2
17.10.2022,EUR,10830.9,27.02
17.10.2022,RUB,176.62,1.2
18.10.2022,USD,11143.28,11.83
18.10.2022,EUR,10868.04,37.14
18.10.2022,RUB,180.82,4.2
19.10.2022,USD,11157.43,14.15
19.10.2022,EUR,10976.68,108.64
19.10.2022,RUB,180.76,-0.06
20.10.2022,USD,11148.99,-8.44
20.10.2022,EUR,10946.08,-30.6
20.10.2022,RUB,181.06,0.3
21.10.2022,USD,11136.41,-12.58
21.10.2022,EUR,10894.75,-51.33
21.10.2022,RUB,180.71,-0.35
21.10.2022,USD,11136.41,-12.58
21.10.2022,EUR,10894.75,-51.33
21.10.2022,RUB,180.71,-0.35
21.10.2022,USD,11136.41,-12.58
21.10.2022,EUR,10894.75,-51.33
21.10.2022,RUB,180.71,-0.35
24.10.2022,USD,11125.0,-11.41
24.10.2022,EUR,10835.75,-59.0
24.10.2022,RUB,181.26,0.55
25.10.2022,USD,11112.97,-12.03
25.10.2022,EUR,10928.49,92.74
25.10.2022,RUB,180.97,-0.29
26.10.2022,USD,11128.7,15.73
26.10.2022,EUR,10978.46,49.97
26.10.2022,RUB,180.28,-0.69
27.10.2022,USD,11155.12,26.42
27.10.2022,EUR,11184.12,205.66
27.10.2022,RUB,181.46,1.18
28.10.2022,USD,11171.33,16.21
28.10.2022,EUR,11213.78,29.66
28.10.2022,RUB,182.17,0.71
28.10.2022,USD,11171.33,16.21
28.10.2022,EUR,11213.78,29.66
28.10.2022,RUB,182.17,0.71
28.10.2022,USD,11171.33,16.21
28.10.2022,EUR,11213.78,29.66
28.10.2022,RUB,182.17,0.71
31.10.2022,USD,11180.48,9.15
31.10.2022,EUR,11129.05,-84.73
31.10.2022,RUB,181.28,-0.89
01.11.2022,USD,11169.38,-11.1
01.11.2022,EUR,11110.18,-18.87
01.11.2022,RUB,181.25,-0.03
02.11.2022,USD,11129.95,-39.43
02.11.2022,EUR,11056.49,-53.69
02.11.2022,RUB,181.49,0.24
03.11.2022,USD,11108.03,-21.92
03.11.2022,EUR,11002.5,-53.99
03.11.2022,RUB,180.11,-1.38
04.11.2022,USD,11117.33,9.3
04.11.2022,EUR,10843.84,-158.66
04.11.2022,RUB,178.95,-1.16
04.11.2022,USD,11117.33,9.3
04.11.2022,EUR,10843.84,-158.66
04.11.2022,RUB,178.95,-1.16
04.11.2022,USD,11117.33,9.3
04.11.2022,EUR,10843.84,-158.66
04.11.2022,RUB,178.95,-1.16
07.11.2022,USD,11132.41,15.08
07.11.2022,EUR,10883.04,39.2
07.11.2022,RUB,179.48,0.53
08.11.2022,USD,11171.04,38.63
08.11.2022,EUR,11155.4,272.36
08.11.2022,RUB,182.61,3.13
09.11.2022,USD,11157.04,-14.0
09.11.2022,EUR,11161.5,6.1
09.11.2022,RUB,182.98,0.37
10.11.2022,USD,11169.39,12.35
10.11.2022,EUR,11220.77,59.27
10.11.2022,RUB,182.73,-0.25
11.11.2022,USD,11194.86,25.47
11.11.2022,EUR,11151.2,-69.57
11.11.2022,RUB,183.15,0.42
11.11.2022,USD,11194.86,25.47
11.11.2022,EUR,11151.2,-69.57
11.11.2022,RUB,183.15,0.42
11.11.2022,USD,11194.86,25.47
11.11.2022,EUR,11151.2,-69.57
11.11.2022,RUB,183.15,0.42
14.11.2022,USD,11206.9,12.04
14.11.2022,EUR,11509.49,358.29
14.11.2022,RUB,186.08,2.93
15.11.2022,USD,11190.06,-16.84
15.11.2022,EUR,11540.31,30.82
15.11.2022,RUB,185.19,-0.89
16.11.2022,USD,11170.65,-19.41
16.11.2022,EUR,11619.71,79.4
16.11.2022,RUB,185.21,0.02
17.11.2022,USD,11184.76,14.11
17.11.2022,EUR,11654.52,34.81
17.11.2022,RUB,185.13,-0.08
18.11.2022,USD,11208.18,23.42
18.11.2022,EUR,11616.16,-38.36
18.11.2022,RUB,185.67,0.54
18.11.2022,USD,11208.18,23.42
18.11.2022,EUR,11616.16,-38.36
18.11.2022,RUB,185.67,0.54
18.11.2022,USD,11208.18,23.42
18.11.2022,EUR,11616.16,-38.36
18.11.2022,RUB,185.67,0.54
21.11.2022,USD,11211.64,3.46
21.11.2022,EUR,11639.92,23.76
21.11.2022,RUB,185.73,0.06
22.11.2022,USD,11202.67,-8.97
22.11.2022,EUR,11456.97,-182.95
22.11.2022,RUB,184.66,-1.07
23.11.2022,USD,11208.91,6.24
23.11.2022,EUR,11511.55,54.58
23.11.2022,RUB,184.92,0.26
24.11.2022,USD,11222.61,13.7
24.11.2022,EUR,11587.34,75.79
24.11.2022,RUB,185.39,0.47
25.11.2022,USD,11230.39,7.78
25.11.2022,EUR,11700.94,113.6
25.11.2022,RUB,186.04,0.65
25.11.2022,USD,11230.39,7.78
25.11.2022,EUR,11700.94,113.6
25.11.2022,RUB,186.04,0.65
25.11.2022,USD,11230.39,7.78
25.11.2022,EUR,11700.94,113.6
25.11.2022,RUB,186.04,0.65
28.11.2022,USD,11246.11,15.72
28.11.2022,EUR,11688.08,-12.86
28.11.2022,RUB,185.84,-0.2
29.11.2022,USD,11230.37,-15.74
29.11.2022,EUR,11732.37,44.29
29.11.2022,RUB,184.82,-1.02
30.11.2022,USD,11212.97,-17.4
30.11.2022,EUR,11622.24,-110.13
30.11.2022,RUB,183.62,-1.2
01.12.2022,USD,11203.13,-9.84
01.12.2022,EUR,11604.2,-18.04
01.12.2022,RUB,183.91,0.29
02.12.2022,USD,11228.08,24.95
02.12.2022,EUR,11723.24,119.04
02.12.2022,RUB,183.66,-0.25
02.12.2022,USD,11228.08,24.95
02.12.2022,EUR,11723.24,119.04
02.12.2022,RUB,183.66,-0.25
02.12.2022,USD,11228.08,24.95
02.12.2022,EUR,11723.24,119.04
02.12.2022,RUB,183.66,-0.25
05.12.2022,USD,11257.13,29.05
05.12.2022,EUR,11854.88,131.64
05.12.2022,RUB,182.11,-1.55
06.12.2022,USD,11275.1,17.97
06.12.2022,EUR,11906.51,51.63
06.12.2022,RUB,181.37,-0.74
07.12.2022,USD,11284.9,9.8
07.12.2022,EUR,11842.37,-64.14
07.12.2022,RUB,179.22,-2.15
07.12.2022,USD,11284.9,9.8
07.12.2022,EUR,11842.37,-64.14
07.12.2022,RUB,179.22,-2.15
09.12.2022,USD,11260.49,-24.41
09.12.2022,EUR,11796.49,-45.88
09.12.2022,RUB,178.99,-0.23
09.12.2022,USD,11260.49,-24.41
09.12.2022,EUR,11796.49,-45.88
09.12.2022,RUB,178.99,-0.23
09.12.2022,USD,11260.49,-24.41
09.12.2022,EUR,11796.49,-45.88
09.12.2022,RUB,178.99,-0.23
12.12.2022,USD,11252.01,-8.48
12.12.2022,EUR,11879.87,83.38
12.12.2022,RUB,180.51,1.52
13.12.2022,USD,11271.26,19.25
13.12.2022,EUR,11901.32,21.45
13.12.2022,RUB,179.72,-0.79
14.12.2022,USD,11285.02,13.76
14.12.2022,EUR,11897.8,-3.52
14.12.2022,RUB,178.8,-0.92
15.12.2022,USD,11256.21,-28.81
15.12.2022,EUR,12001.37,103.57
15.12.2022,RUB,177.78,-1.02
16.12.2022,USD,11231.15,-25.06
16.12.2022,EUR,11929.73,-71.64
16.12.2022,RUB,175.04,-2.74
16.12.2022,USD,11231.15,-25.06
16.12.2022,EUR,11929.73,-71.64
16.12.2022,RUB,175.04,-2.74
16.12.2022,USD,11231.15,-25.06
16.12.2022,EUR,11929.73,-71.64
16.12.2022,RUB,175.04,-2.74
19.12.2022,USD,11264.97,33.82
19.12.2022,EUR,11954.39,24.66
19.12.2022,RUB,174.06,-0.98
20.12.2022,USD,11286.18,21.21
20.12.2022,EUR,11982.54,28.15
20.12.2022,RUB,169.81,-4.25
21.12.2022,USD,11277.83,-8.35
21.12.2022,EUR,11996.23,13.69
21.12.2022,RUB,163.53,-6.28
22.12.2022,USD,11255.08,-22.75
22.12.2022,EUR,11947.27,-48.96
22.12.2022,RUB,159.39,-4.14
23.12.2022,USD,11225.3,-29.78
23.12.2022,EUR,11950.45,3.18
23.12.2022,RUB,155.66,-3.73
23.12.2022,USD,11225.3,-29.78
23.12.2022,EUR,11950.45,3.18
23.12.2022,RUB,155.66,-3.73
23.12.2022,USD,11225.3,-29.78
23.12.2022,EUR,11950.45,3.18
23.12.2022,RUB,155.66,-3.73
26.12.2022,USD,11206.11,-19.19
26.12.2022,EUR,11888.56,-61.89
26.12.2022,RUB,165.12,9.46
27.12.2022,USD,11194.2,-11.91
27.12.2022,EUR,11891.6,3.04
27.12.2022,RUB,163.62,-1.5
28.12.2022,USD,11170.01,-24.19
28.12.2022,EUR,11908.35,16.75
28.12.2022,RUB,159.54,-4.08
29.12.2022,USD,11195.57,25.56
29.12.2022,EUR,11908.73,0.38
29.12.2022,RUB,157.43,-2.11
30.12.2022,USD,11225.46,29.89
30.12.2022,EUR,11961.85,53.12
30.12.2022,RUB,156.64,-0.79
30.12.2022,USD,11225.46,29.89
30.12.2022,EUR,11961.85,53.12
30.12.2022,RUB,156.64,-0.79
30.12.2022,USD,11225.46,29.89
30.12.2022,EUR,11961.85,53.12
30.12.2022,RUB,156.64,-0.79
30.12.2022,USD,11225.46,29.89
30.12.2022,EUR,11961.85,53.12
30.12.2022,RUB,156.64,-0.79
30.12.2022,USD,11225.46,29.89
30.12.2022,EUR,11961.85,53.12
30.12.2022,RUB,156.64,-0.79
04.01.2023,USD,11246.81,21.35
04.01.2023,EUR,11982.35,20.5
04.01.2023,RUB,154.07,-2.57
05.01.2023,USD,11263.41,16.6
05.01.2023,EUR,11952.73,-29.62
05.01.2023,RUB,158.05,3.98
06.01.2023,USD,11288.44,25.03
06.01.2023,EUR,11992.84,40.11
06.01.2023,RUB,158.18,0.13
07.01.2023,USD,11319.14,30.7
07.01.2023,EUR,11894.15,-98.69
07.01.2023,RUB,157.62,-0.56
07.01.2023,USD,11319.14,30.7
07.01.2023,EUR,11894.15,-98.69
07.01.2023,RUB,157.62,-0.56
09.01.2023,USD,11300.01,-19.13
09.01.2023,EUR,12029.99,135.84
09.01.2023,RUB,155.86,-1.76
10.01.2023,USD,11284.75,-15.26
10.01.2023,EUR,12044.21,14.22
10.01.2023,RUB,162.1,6.24
11.01.2023,USD,11305.28,20.53
11.01.2023,EUR,12148.65,104.44
11.01.2023,RUB,162.75,0.65
12.01.2023,USD,11322.1,16.82
12.01.2023,EUR,12161.07,12.42
12.01.2023,RUB,163.93,1.18
13.01.2023,USD,11300.38,-21.72
13.01.2023,EUR,12165.99,4.92
13.01.2023,RUB,166.88,2.95
13.01.2023,USD,11300.38,-21.72
13.01.2023,EUR,12165.99,4.92
13.01.2023,RUB,166.88,2.95
13.01.2023,USD,11300.38,-21.72
13.01.2023,EUR,12165.99,4.92
13.01.2023,RUB,166.88,2.95
16.01.2023,USD,11317.12,16.74
16.01.2023,EUR,12271.15,105.16
16.01.2023,RUB,168.25,1.37
17.01.2023,USD,11342.14,25.02
17.01.2023,EUR,12273.33,2.18
17.01.2023,RUB,165.78,-2.47
18.01.2023,USD,11318.74,-23.4
18.01.2023,EUR,12242.35,-30.98
18.01.2023,RUB,164.94,-0.84
19.01.2023,USD,11291.03,-27.71
19.01.2023,EUR,12273.35,31.0
19.01.2023,RUB,164.32,-0.62
20.01.2023,USD,11285.0,-6.03
20.01.2023,EUR,12216.01,-57.34
20.01.2023,RUB,163.99,-0.33
20.01.2023,USD,11285.0,-6.03
20.01.2023,EUR,12216.01,-57.34
20.01.2023,RUB,163.99,-0.33
20.01.2023,USD,11285.0,-6.03
20.01.2023,EUR,12216.01,-57.34
20.01.2023,RUB,163.99,-0.33
23.01.2023,USD,11309.94,24.94
23.01.2023,EUR,12249.8,33.79
23.01.2023,RUB,164.71,0.72
24.01.2023,USD,11290.27,-19.67
24.01.2023,EUR,12319.94,70.14
24.01.2023,RUB,164.55,-0.16
25.01.2023,USD,11270.68,-19.59
25.01.2023,EUR,12241.09,-78.85
25.01.2023,RUB,164.02,-0.53
26.01.2023,USD,11292.69,22.01
26.01.2023,EUR,12287.58,46.49
26.01.2023,RUB,163.86,-0.16
27.01.2023,USD,11320.02,27.33
27.01.2023,EUR,12334.29,46.71
27.01.2023,RUB,164.02,0.16
27.01.2023,USD,11320.02,27.33
27.01.2023,EUR,12334.29,46.71
27.01.2023,RUB,164.02,0.16
27.01.2023,USD,11320.02,27.33
27.01.2023,EUR,12334.29,46.71
27.01.2023,RUB,164.02,0.16
30.01.2023,USD,11334.96,14.94
30.01.2023,EUR,12336.97,2.68
30.01.2023,RUB,163.65,-0.37
31.01.2023,USD,11301.59,-33.37
31.01.2023,EUR,12320.99,-15.98
31.01.2023,RUB,162.58,-1.07
01.02.2023,USD,11269.82,-31.77
01.02.2023,EUR,12205.22,-115.77
01.02.2023,RUB,159.78,-2.8
02.02.2023,USD,11282.98,13.16
02.02.2023,EUR,12279.27,74.05
02.02.2023,RUB,160.92,1.14
03.02.2023,USD,11295.23,12.25
03.02.2023,EUR,12423.62,144.35
03.02.2023,RUB,161.33,0.41
03.02.2023,USD,11295.23,12.25
03.02.2023,EUR,12423.62,144.35
03.02.2023,RUB,161.33,0.41
03.02.2023,USD,11295.23,12.25
03.02.2023,EUR,12423.62,144.35
03.02.2023,RUB,161.33,0.41
06.02.2023,USD,11317.06,21.83
06.02.2023,EUR,12369.55,-54.07
06.02.2023,RUB,160.95,-0.38
07.02.2023,USD,11342.59,25.53
07.02.2023,EUR,12212.57,-156.98
07.02.2023,RUB,160.74,-0.21
08.02.2023,USD,11350.18,7.59
08.02.2023,EUR,12157.18,-55.39
08.02.2023,RUB,160.05,-0.69
09.02.2023,USD,11370.11,19.93
09.02.2023,EUR,12228.55,71.37
09.02.2023,RUB,158.72,-1.33
10.02.2023,USD,11350.12,-19.99
10.02.2023,EUR,12217.27,-11.28
10.02.2023,RUB,156.09,-2.63
10.02.2023,USD,11350.12,-19.99
10.02.2023,EUR,12217.27,-11.28
